ifp_id,q_type,q_text,q_desc,q_status,date_start,date_suspend,date_to_close,date_closed,outcome,short_title,days_open,n_opts,options
1296-6,6,"Before 1 January 2014, how many cases of the Middle East respiratory syndrome coronavirus (MERS-CoV) occurring among pilgrims who attended the 2013 Hajj will be *reported?","The Middle East respiratory syndrome coronavirus (MERS-CoV) is reported to be linked to the Middle East and Saudi Arabia in particular, where the virus was first identified. The *reported cases must identify the MERS-CoV patients as 2013 Hajj pilgrims on the World Health Organization, Global Alert and Response page for the Coronavirus infections, http://www.who.int/csr/don/archive/disease/coronavirus_infections/en/index.html. Only patients who have direct connection to Hajj will count toward the resolution of this question, i.e. individuals who attended the 2013 Hajj in Saudi Arabia (Mecca). Friends and/or family members who contract the virus from contact with Hajj pilgrims will not count toward the resolution of this question. The 2013 Hajj ended with pilgrims beginning to leave Mecca on October 17th. Individuals who contract the virus during a pilgrimage to Mecca that occurred outside the Hajj, will also not count toward the resolution of this question.  Any reported case after January 1, 2014 will not count toward the resolution of the question and will not be subject to clarifications. *Reported means that only cases mentioned on the GAR page of the World Health Organization will count toward the resolution of this question. Outcome will be resolved based on reporting from WHO GAR page as mentioned above.  BBC News, Reuters, or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com) news sources will be used as backup sources in case the WHO site is not functioning. If nothing is reported in these sources, then the question will resolve on option ""a"" ( ""less than 20 cases"" reported). Administrator reserves the right to use other sources as needed, provided those sources do not directly contradict concurrent event reporting from WHO, BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at some point prior to the end (23:59:59 EST) of the previous date. ",closed,10/23/13,12/31/13 9:00,12/31/13,12/31/13,a,Middle East Coronavirus ,69,3,"(a) Less than 20 cases, (b) Between 20 and 50 cases, inclusive, (c) More than 50 cases"
1297-1,1,Will the United Kingdom's Tehran embassy *officially reopen before 31 December 2013?,"In order for a ""yes"" resolution to occur, the condition must resolve before the outcome. Note that ""official"" reopening would require some kind of formal announcement that diplomatic representatives have returned to their posts at the consent or invitation of their foreign government hosts. Any partial or limited re-opening (e.g., to provide basic paperwork or procedural assistance to travelers or expatriates) would not in and of itself qualify as an ""official"" reopening. The formal announcement of the reopening must be made by an official spokesperson for either of the governments, i.e. a spokesperson for the government of the embassy or of the host government. ""Official"" would be evidenced by a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the government who is in fact making the announcement in a public and official capacity. In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. Outcome and condition will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com) or the British Embassy in Tehran (http://ukiniran.fco.gov.uk/en/). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed for both the condition and the question (e.g., for a question about embassy closure, an absence of reporting will be taken to indicate that neither embassy reopened). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day. ",voided,10/23/13,12/30/13 9:00,12/30/13,NA,,UK Iranian Embassy Reopens,NA,2,"If the Iranian embassy in London is officially reopened beforehand :  (a) Yes, (b) No"
1297-2,2,Will the United Kingdom's Tehran embassy *officially reopen before 31 December 2013?,"In order for a ""yes"" resolution to occur, the condition must resolve before the outcome. Note that ""official"" reopening would require some kind of formal announcement that diplomatic representatives have returned to their posts at the consent or invitation of their foreign government hosts. Any partial or limited re-opening (e.g., to provide basic paperwork or procedural assistance to travelers or expatriates) would not in and of itself qualify as an ""official"" reopening. The formal announcement of the reopening must be made by an official spokesperson for either of the governments, i.e. a spokesperson for the government of the embassy or of the host government. ""Official"" would be evidenced by a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the government who is in fact making the announcement in a public and official capacity. In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations. Outcome and condition will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com) or the British Embassy in Tehran (http://ukiniran.fco.gov.uk/en/). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed for both the condition and the question (e.g., for a question about embassy closure, an absence of reporting will be taken to indicate that neither embassy reopened). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day. ",closed,10/23/13,12/30/13 9:00,12/30/13,12/30/13,b,UK Iranian Embassy Reopens,68,2,"If the Iranian embassy in London is not officially reopened beforehand :  (a) Yes, (b) No"
1298-0,0,Will Jordan experience an onset of international crisis between November 2013 and April 2014?,"""International crisis"" refers to a period of elevated military threat or violent conflict between two states. Any military attack by one state on the other qualifies as an international crisis. Absent direct attacks, an international crisis occurs when a) one or both states make new threats against the other and b) those threats are explicitly military in nature. ""Between November 2013 and April 2014"" means at any time from 12:00 AM on the first day of November 2013 and 12:00 PM on the last day of April 2014. Outcome will be observed on a monthly basis by the Integrated Conflict Early Warning System (ICEWS) using an algorithm applied to event data coded from an array of international news sources. Observation for the preceding month will occur on or about the fourth day of each subsequent month. For example, a determination of whether or not an onset of rebellion occurred in January will be made by ICEWS on or about 4 February using event data from all of January. Administrator reserves the right to review and overrule those automated monthly determinations in consultation with country and subject-matter experts. Any such review will only occur after ICEWS has delivered its monthly update, however, and will not be used to resolve the question in between those observations. Recent examples of onsets of international crisis identified by ICEWS include Taiwan in May 2013, Philippines in May 2013, Mali in January 2013, and India in January 2013. For additional background information on ICEWS (including information about historical ""ground truth"" determinations for questions similar to this one), see www.goodjudgmentproject.com/icewsbkgd.",voided,10/23/13,NULL,4/30/14,NA,,Jordan international crisis,NA,2,"(a) Yes, (b) No"
1299-0,0,Will Jordan experience an onset of insurgency between November 2013 and April 2014?,"""Insurgency"" refers to multiple, violent attacks on state targets (e.g., state security forces or governing officials) carried out by an organized, non-state opposition group or groups that seek to overthrow the current government. Patterns of violent attacks by organizations that seek autonomy or independence are considered separatist rebellions, not insurgencies, and do not qualify. ""Between November 2013 and April 2014"" means at any time from 12:00 AM on the first day of November 2013 and 12:00 PM on the last day of April 2014. Outcome will be observed on a monthly basis by the Integrated Conflict Early Warning System (ICEWS) using an algorithm applied to event data coded from an array of international news sources. Observation for the preceding month will occur on or about the fourth day of each subsequent month. For example, a determination of whether or not an onset of rebellion occurred in January will be made by ICEWS on or about 4 February using event data from all of January. Administrator reserves the right to review and overrule those automated monthly determinations in consultation with country and subject-matter experts. Any such review will only occur after ICEWS has delivered its monthly update, however, and will not be used to resolve the question in between those observations. Recent examples of onsets of insurgency identified by ICEWS include Tanzania in May 2013, Niger in May 2013, Egypt in August 2012, and Ivory Coast in July 2012. For additional background information on ICEWS (including information about historical ""ground truth"" determinations for questions similar to this one), see www.goodjudgmentproject.com/icewsbkgd.",voided,10/23/13,NULL,4/30/14,NA,,Jordan insurgency,NA,2,"(a) Yes, (b) No"
1300-6,6,"Between 6 November 2013 and 1 April 2014, how many violent attacks will be reported on the Arab Gas Pipeline? ","The Arab Gas Pipeline carries natural gas from Egypt to Israel, Jordan, Lebanon, and Syria (see http://en.wikipedia.org/wiki/Arab_Gas_Pipeline and http://www.petroleum.gov.eg/en/ProjectsandActivities/StrategicProjects/Pages/GasPipeline.aspx). For the resolution of this question, the Arish-Ashkelon Feeder Pipeline (which connects the Arab Gas Pipeline to Israel from Egypt) and the Egypt Gas Feeder Pipeline (which connects the Arab Gas Pipeline to Egypt) are not considered part of the Arab Gas Pipeline. Any attack on these feeder pipelines will not count toward the resolution of this question. A violent attack refers to any physical violence directed at the pipeline and supporting infrastructure that is described by relevant authorities as an attack, terrorism, sabotage, or in similar terms. Furthermore, any violent attacks on the pipeline and supporting infrastructure, including compression stations, metering stations, launching and receiving stations, and power connections will count but attacks on the power stations to which the pipeline is connected will not count toward the resolution. An explosion that reportedly results from a bomb or other sabotage would count as an attack; an explosion that reportedly results from a malfunction or accident would not. An attack with guns or other deadly devices and/or weapons on any workers or operators during working hours along the Arab Gas Pipeline sites will also count toward the total. Please note that the workers must be on the job and on site to be counted toward the total count of attacks; an attack on an off-duty employee will not suffice. The attack does not have to succeed at stopping or slowing the flow of natural gas to count toward the total; it only has to occur. The identity of the alleged attackers is irrelevant to the resolution of the question. Outcome will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome will typically be assumed (zero violent attacks on the Arab Gas Pipeline), but administrator reserves the right to use other sources as needed, provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Between"" should be interpreted to mean at or after the start (00:00:00 ET) of the earlier date and at or prior to the end (23:59:59 ET) of the later date.  ",closed,11/6/13,12/25/13 9:00,4/1/14,12/25/13,c,Arab Gas Pipeline attacks,49,3,"(a) None, (b) One, (c) Two or more"
1301-1,1,Will Facebook and/or Twitter be available in China's Shanghai Free Trade Zone before 31 March 2014?,"For a ""yes"" resolution to occur, either Facebook or Twitter or both must be available to all residents of the Free Trade Zone (not just people with Virtual Private Networks (VPNs)) by the date of the question. China's Shanghai Free Trade Zone means China Shanghai Pilot Free Trade Zone. ""Available"" means that all residents of the SFTZ will have full and unlimited access to Facebook and/or Twitter websites. The access must be uninterrupted and uncensored for at least 48 consecutive hours. If the residents of the SFTZ are given access for at least 48 consecutive hours, but the sites are later blocked, it would still produce a ""yes"" outcome. Outcome will be resolved based on reports from Facebook Profile webpage and/or Twitter official account, or from any of the sources listed below. For a ""yes"" resolution to occur, the condition must resolve before the outcome. ""A foreign telecommunications firm"" means only new and previously never used (by China and SFTZ) telecommunications firms. Furthermore, such a firm must be foreign, i.e. not started/originated on Chinese soil and not having its headquarters on any Chinese territory. For the purposes of defining ""a foreign telecommunications firm,"" ""Chinese territory"" includes the two Chinese Special Administrative Regions (Hong Kong and Macau). Companies which meet this criteria, but which are partially owned by a Chinese company or the Chinese government would not count as ""foreign"" if the Chinese company or government owned a controlling share of the company (51% or more). An official announcement of the license being won by a foreign telecommunications firm must be made either by an official representative of the Chinese government or by an official spokesperson of the winning firm. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the government or the winning telecommunications firm who is in fact making the announcement in a public and official capacity, conveying the concrete intentions of the government. In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations or reports. Any such foreign telecommunications firm does not need to activate its services in the SFTZ before the date of the question. The mere announcement of winning the license will suffice for the affirmative resolution of the condition. Outcome and condition will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then ""status quo"" outcome will be assumed, (i.e. Facebook and Twitter are not made available in China's Shanghai Free Trade Zone, no new foreign telecommunications firm wins a license in the SFTZ). Administrator reserves the right to use other sources as needed (e.g. RFERL), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day. ",voided,11/6/13,3/30/14 9:00,3/31/14,NA,,Facebook/Twitter in Shanghai FTZ,NA,2,"If a foreign telecommunications firm wins a license to provide Internet services in the zone beforehand :  (a) Yes, (b) No"
1301-2,2,Will Facebook and/or Twitter be available in China's Shanghai Free Trade Zone before 31 March 2014?,"For a ""yes"" resolution to occur, either Facebook or Twitter or both must be available to all residents of the Free Trade Zone (not just people with Virtual Private Networks (VPNs)) by the date of the question. China's Shanghai Free Trade Zone means China Shanghai Pilot Free Trade Zone. ""Available"" means that all residents of the SFTZ will have full and unlimited access to Facebook and/or Twitter websites. The access must be uninterrupted and uncensored for at least 48 consecutive hours. If the residents of the SFTZ are given access for at least 48 consecutive hours, but the sites are later blocked, it would still produce a ""yes"" outcome. Outcome will be resolved based on reports from Facebook Profile webpage and/or Twitter official account, or from any of the sources listed below. For a ""yes"" resolution to occur, the condition must resolve before the outcome. ""A foreign telecommunications firm"" means only new and previously never used (by China and SFTZ) telecommunications firms. Furthermore, such a firm must be foreign, i.e. not started/originated on Chinese soil and not having its headquarters on any Chinese territory. For the purposes of defining ""a foreign telecommunications firm,"" ""Chinese territory"" includes the two Chinese Special Administrative Regions (Hong Kong and Macau). Companies which meet this criteria, but which are partially owned by a Chinese company or the Chinese government would not count as ""foreign"" if the Chinese company or government owned a controlling share of the company (51% or more). An official announcement of the license being won by a foreign telecommunications firm must be made either by an official representative of the Chinese government or by an official spokesperson of the winning firm. ""Official"" would be evidenced by, e.g., a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the government or the winning telecommunications firm who is in fact making the announcement in a public and official capacity, conveying the concrete intentions of the government. In contrast, the following would not constitute an ""official"" announcement: conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations or reports. Any such foreign telecommunications firm does not need to activate its services in the SFTZ before the date of the question. The mere announcement of winning the license will suffice for the affirmative resolution of the condition. Outcome and condition will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then ""status quo"" outcome will be assumed, (i.e. Facebook and Twitter are not made available in China's Shanghai Free Trade Zone, no new foreign telecommunications firm wins a license in the SFTZ). Administrator reserves the right to use other sources as needed (e.g. RFERL), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day. ",closed,11/6/13,3/30/14 9:00,3/31/14,3/30/14,b,Facebook/Twitter in Shanghai FTZ,144,2,"If a foreign telecommunications firm doesn't win a license to provide Internet services in the zone beforehand :  (a) Yes, (b) No"
1302-1,1,"Before 1 May 2014, will Russia rescind its law barring US citizens from adopting Russian children?","In December 2012, the Russian government adopted a law that includes a provision banning adoptions of Russian children by U.S. citizens (http://en.wikipedia.org/wiki/Anti-Magnitsky_bill). A ""yes"" resolution does not require that the entire federal law 272-FZ be repealed, only that the portion of that law barring adoptions by U.S. citizens be rescinded or otherwise reversed by new law. A partial reversal that allowed adoptions by U.S. citizens only under certain conditions would suffice for a ""yes"" resolution. A decision by any Russian court to suspend or overturn 272-FZ or this portion of it would also suffice for a ""yes"" resolution. For a ""yes"" resolution to occur, the condition must resolve before the outcome. The Geneva 2 talks are a proposed international conference to discuss the cessation of the Syrian civil war and transition to a post-war political regime (see http://en.wikipedia.org/wiki/Geneva_II_Middle_East_peace_conference). Condition 1 (Russia and the United States participate in the Geneva 2 talks beforehand) will occur if major news sources report that the Geneva 2 talks have opened andthat both Russia and the United States are participating in the conference. Condition 2 (If Russia and the United States do not participate in the Geneva 2 talks beforehand) will occur if the Geneva talks do not convene or if either Russia or the United States do not participate in those talks.The identity of other participants involved in the Geneva 2 talks and the terms of participation will not have bearing on the resolution of the conditions.Condition and outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/or http://www.reuters.com/orhttp://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., the ban remains in place and Russia and the U.S. do not participate in the Geneva 2 talks). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at some point prior to the end (23:59:59 ET) of the previous date.",closed,11/6/13,4/30/14 9:00,4/30/14,4/30/14,b,Russia Adoption Ban,175,2,"If Russia and the United States participate in the Geneva 2 talks on Syria beforehand :  (a) Yes, (b) No"
1302-2,2,"Before 1 May 2014, will Russia rescind its law barring US citizens from adopting Russian children?","In December 2012, the Russian government adopted a law that includes a provision banning adoptions of Russian children by U.S. citizens (http://en.wikipedia.org/wiki/Anti-Magnitsky_bill). A ""yes"" resolution does not require that the entire federal law 272-FZ be repealed, only that the portion of that law barring adoptions by U.S. citizens be rescinded or otherwise reversed by new law. A partial reversal that allowed adoptions by U.S. citizens only under certain conditions would suffice for a ""yes"" resolution. A decision by any Russian court to suspend or overturn 272-FZ or this portion of it would also suffice for a ""yes"" resolution. For a ""yes"" resolution to occur, the condition must resolve before the outcome. The Geneva 2 talks are a proposed international conference to discuss the cessation of the Syrian civil war and transition to a post-war political regime (see http://en.wikipedia.org/wiki/Geneva_II_Middle_East_peace_conference). Condition 1 (Russia and the United States participate in the Geneva 2 talks beforehand) will occur if major news sources report that the Geneva 2 talks have opened andthat both Russia and the United States are participating in the conference. Condition 2 (If Russia and the United States do not participate in the Geneva 2 talks beforehand) will occur if the Geneva talks do not convene or if either Russia or the United States do not participate in those talks.The identity of other participants involved in the Geneva 2 talks and the terms of participation will not have bearing on the resolution of the conditions.Condition and outcome will be resolved based on reporting from BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/or http://www.reuters.com/orhttp://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome typically will be assumed (i.e., the ban remains in place and Russia and the U.S. do not participate in the Geneva 2 talks). Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at some point prior to the end (23:59:59 ET) of the previous date.",voided,11/6/13,4/30/14 9:00,4/30/14,NA,,Russia Adoption Ban,NA,2,"If Russia and the United States do not participate in the Geneva 2 talks on Syria beforehand :  (a) Yes, (b) No"
1303-0,0,"At the opening session of the 2014 UN Security Council, what country will sit in the non-permanent seat to which Saudi Arabia was elected in 2013?","On 17 October 2013, the UN General Assembly elected five countries, including the Kingdom of Saudi Arabia (KSA), to become non-permanent members of the UN Security Council for the next two years, beginning on 1 January 2014 (http://www.un.org/News/Press/docs/2013/ga11442.doc.htm). On 18 October 2013, the KSA announced that it would turn down its seat as an act of protest (http://www.reuters.com/article/2013/10/18/us-saudi-securitycouncil-idUSBRE99H0FL20131018). This situation is unprecedented, and UN bylaws are unclear on what steps the body may take to fill the seat if the KSA continues to refuse it (http://thinkprogress.org/security/2013/10/18/2803361/saudi-arabia-turns-security-council-seat/). For the outcome ""Another country"" to occur, there must have been a subsequent election or decision to seat another country prior to the opening session. Any election that occurs after the opening session would still result in an outcome of ""it will remain vacant"" if the Kingdom of Saudi Arabia is not sitting in the seat. An official announcement must be made or issued by a spokesperson or an official representative from the body in question to determine who sat in the seat at opening session of the 2014 Security Council. ""Official"" would be evidenced by a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the entity in question who is in fact making the announcement in a public and official capacity. Conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations or reports would not constitute official announcements. The question will remain open until the second day of the opening session of the 2014 UN Security Council. Outcome will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome (seat remains vacant) will typically be assumed. Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ",closed,11/6/13,1/6/14 9:00,3/31/14,1/6/14,b,Saudi UNSC Seat,61,3,"(a) The Kingdom of Saudi Arabia, (b) Another country, (c) It will remain vacant"
1304-1,1,"Before 1 February 2014, will Iran officially announce that it has agreed to *significantly limit its uranium enrichment process?","""Significantly limit"" means to stop domestic uranium enrichment, to cap enrichment at 20% purity or less, or to limit uranium enrichment activity to 3,000 centrifuges or fewer. A ""yes"" resolution requires an official announcement from the government of Iran that it has agreed to cease entirely domestic enrichment of uranium, to stop enriching uranium in Iran above the 20 percent threshold, or to limit domestic enrichment activity to 3,000 or fewer centrifuges. No evidence that Iran has actually ceased enriching uranium at all or above the aforementioned thresholds is required for a ""yes"" resolution to occur; an official announcement from the government of Iran to any of those effects will suffice. An offer from the government of Iran to adhere to any of these limits will not suffice for a ""yes"" resolution; only an official announcement from the government of Iran of its intent to adhere to one or more of these limits will produce a ""yes"" resolution. For a ""yes"" resolution to occur, the condition must resolve before the outcome. Condition (1) will occur (an official announcement by the U.S. of unfreezing any Iranian assets) if the U.S. government officially announces that it is unfreezing any Iranian government assets currently blocked under Iranian Assets Control Regulations - 31 C.F.R Part 535 (http://www.treasury.gov/resource-center/sanctions/Programs/Documents/iran.txt). In all cases, ""official"" would be evidenced by a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the entity in question who is in fact making the announcement in a public and official capacity. Conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations or reports would not constitute official announcements. Condition and outcome will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome (Iran does not announce that it will *significantly limit its uranium enrichment process for the question, and no announcements by the U.S. of unfreezing any Iranian assets for the condition) will typically be assumed. Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day. ",voided,11/6/13,11/23/13 9:00,1/31/14,NA,,Iran Uranium Enrichment Limits,NA,2,"If the US officially announces that it is unfreezing any Iranian assets beforehand :  (a) Yes, (b) No"
1304-2,2,"Before 1 February 2014, will Iran officially announce that it has agreed to *significantly limit its uranium enrichment process?","""Significantly limit"" means to stop domestic uranium enrichment, to cap enrichment at 20% purity or less, or to limit uranium enrichment activity to 3,000 centrifuges or fewer. A ""yes"" resolution requires an official announcement from the government of Iran that it has agreed to cease entirely domestic enrichment of uranium, to stop enriching uranium in Iran above the 20 percent threshold, or to limit domestic enrichment activity to 3,000 or fewer centrifuges. No evidence that Iran has actually ceased enriching uranium at all or above the aforementioned thresholds is required for a ""yes"" resolution to occur; an official announcement from the government of Iran to any of those effects will suffice. An offer from the government of Iran to adhere to any of these limits will not suffice for a ""yes"" resolution; only an official announcement from the government of Iran of its intent to adhere to one or more of these limits will produce a ""yes"" resolution. For a ""yes"" resolution to occur, the condition must resolve before the outcome. Condition (1) will occur (an official announcement by the U.S. of unfreezing any Iranian assets) if the U.S. government officially announces that it is unfreezing any Iranian government assets currently blocked under Iranian Assets Control Regulations - 31 C.F.R Part 535 (http://www.treasury.gov/resource-center/sanctions/Programs/Documents/iran.txt). In all cases, ""official"" would be evidenced by a press conference, press release, or other publicly disseminated communique. Regardless of the person or entity making the announcement, the announcement must come from someone authorized to speak on behalf of the entity in question who is in fact making the announcement in a public and official capacity. Conjecture, hypothetical statements, speculation, ultimatums, offhand remarks, or ""leaked"" private conversations or reports would not constitute official announcements. Condition and outcome will be resolved based on reporting from one or more of the following sources: BBC News or Reuters or Economist Online (http://www.bbc.co.uk/news/ or http://www.reuters.com/ or http://www.economist.com). If nothing is reported in these sources, then the ""status quo"" outcome (Iran does not announce that it will *significantly limit its uranium enrichment process for the question, and no announcements by the U.S. of unfreezing any Iranian assets for the condition) will typically be assumed. Administrator reserves the right to use other sources as needed (e.g., CIA World Factbook, Wikipedia), provided those sources do not directly contradict concurrent event reporting from BBC News, Reuters, or Economist Online. In cases of substantial controversy or uncertainty, Administrator may refer the question to outside subject matter experts, or we may deem the question invalid/void. ""Before"" should be interpreted to mean at or prior to the end (23:59:59 ET) of the previous day. ",closed,11/6/13,11/23/13 9:00,1/31/14,11/23/13,a,Iran Uranium Enrichment Limits,17,2,"If the US does not officially announce that it is unfreezing any Iranian assets beforehand :  (a) Yes, (b) No"
1306-1,1,Will China experience an onset of domestic political crisis between December 2013 and April 2014?,"""Domestic political crisis"" refers to an episode of widespread protests or clashes that are tied to opposition to the government and provoke a government response. Isolated events and small, peaceful protests are not sufficient to cross the threshold for a domestic political crisis. Likewise, patterns of violent attacks on state targets are identified with rebellion and insurgency and therefore are not considered indicative of a domestic political crisis. ""Between December 2013 and April 2014"" means at any time from 12:00 AM on the first day of December 2013 and 12:00 PM on the last day of April 2014. Outcome will be observed on a monthly basis by the Integrated Conflict Early Warning System (ICEWS) using an algorithm applied to event data coded from an array of international news sources. Observation for the preceding month will occur on or about the fourth day of each subsequent month. For example, a determination of whether or not an onset of rebellion occurred in January will be made by ICEWS on or about 4 February using event data from all of January. Administrator reserves the right to review and overrule those automated monthly determinations in consultation with country and subject-matter experts. Any such review will only occur after ICEWS has delivered its monthly update, however, and will not be used to resolve the question in between those observations. Recent examples of onsets of domestic political crisis identified by ICEWS include Turkey in May 2013, Algeria in April 2013, Yemen in March 2013, and Bulgaria in February 2013. For additional background information on ICEWS (including information about historical ""ground truth"" determinations for questions similar to this one), see www.goodjudgmentproject.com/icewsbkgd. For a ""yes"" resolution to occur, the condition must occur before the outcome. Condition will be resolved according to data produced by the U.S. Embassy in Beijing, which reports the Air Quality Index (AQI) for that city on an hourly basis (http://www.stateair.net/web/post/1/1.html). PM2.5 refers to fine particle pollution (http://www.epa.gov/pmdesignations/). Condition (a) will occur if that source reports an AQI value of 400 or higher at any time between the launch of this question and its resolution. For a near-real-time graphical display of historical data from this source, see http://kopf.github.io/chineseair/.  ",voided,11/20/13,NULL,4/30/14,NA,,China Domestic Political Crisis,NA,2,"If the Air Quality Index in Beijing exceeds 400 again beforehand :  (a) Yes, (b) No"
